,month,day,hours,temperature,rain
5222,11,20,7.5,3.9,0.0
5223,11,20,7.5,7.7,0.0
5224,11,20,7.5,3.9,0.0
5225,11,20,7.5,7.0,0.0
5226,11,20,7.5,5.1,0.0
5227,11,20,7.5,7.5,0.0
5228,11,20,7.0,7.7,0.0
5229,11,20,7.0,2.8,0.0
5230,11,20,7.0,7.1,0.0
5231,11,20,7.0,7.7,0.0
5232,11,20,7.0,7.1,0.0
5233,11,15,12.0,6.4,0.4
5234,11,20,6.5,7.6,0.0
5235,11,20,6.5,7.8,0.0
5236,11,20,6.5,7.8,0.0
5237,11,20,6.5,7.8,0.0
5238,11,20,6.5,7.8,0.0
5239,11,20,6.5,4.9,0.0
5240,11,20,6.0,4.9,0.2
5241,11,20,6.0,4.9,0.2
5242,11,20,8.0,7.9,0.0
5243,11,20,8.5,4.5,0.0
5244,11,20,8.5,7.9,0.0
5245,11,20,8.5,7.1,0.0
5246,11,20,8.5,7.1,0.0
5247,11,20,9.0,4.9,0.0
5248,11,20,9.0,7.1,0.0
5249,11,20,9.0,6.7,0.0
5250,11,20,19.0,3.3,0.0
5251,11,20,9.0,8.4,0.0
5252,11,19,0.5,5.0,0.0
5253,11,20,9.5,7.2,0.0
5254,11,20,10.0,4.8,0.0
5255,11,20,10.0,4.2,0.0
5256,11,20,10.5,9.6,0.0
5257,11,20,10.5,8.3,0.0
5258,11,20,10.5,5.6,0.0
5259,11,20,10.5,5.4,0.0
5260,11,20,10.5,9.3,0.0
5261,11,20,11.5,9.6,0.0
5262,11,20,11.5,9.6,0.0
5263,11,20,11.5,7.6,0.0
5264,11,20,11.5,10.9,0.0
5265,11,20,11.5,9.6,0.0
5266,11,20,11.5,4.6,0.0
5267,11,20,11.0,8.5,0.0
5268,11,20,11.0,10.2,0.0
5269,11,20,11.0,6.0,0.0
5270,11,20,11.0,8.5,0.0
5271,11,20,12.0,9.7,0.0
5272,11,20,12.0,9.7,0.0
5273,11,20,12.5,10.6,0.0
5274,11,20,12.0,9.7,0.0
5275,11,20,12.5,10.6,0.0
5276,11,20,12.5,10.6,0.0
5277,11,20,13.0,7.9,0.0
5278,11,20,13.0,9.8,0.0
5279,11,20,13.0,6.7,0.0
5280,11,20,13.0,9.8,0.0
5281,11,20,13.5,12.1,0.0
5282,11,20,13.0,11.5,0.0
5283,11,20,13.0,7.7,0.0
5284,11,20,13.0,9.8,0.0
5285,11,20,13.0,8.3,0.0
5286,11,20,13.0,10.0,0.0
5287,11,20,13.0,9.8,0.0
5288,11,20,13.0,7.9,0.0
5289,11,20,13.5,10.2,0.0
5290,11,20,13.5,12.1,0.0
5291,11,20,13.5,12.1,0.0
5292,11,20,13.5,12.1,0.0
5293,11,20,13.5,4.7,0.0
5294,11,20,13.5,12.1,0.0
5295,11,20,13.5,12.1,0.0
5296,11,20,13.0,5.6,0.0
5297,11,20,13.5,12.1,0.0
5298,11,20,13.5,12.1,0.0
5299,11,20,14.0,7.3,0.0
5300,11,20,14.0,11.1,0.0
5301,11,20,14.0,7.3,0.0
5302,11,20,14.0,10.3,0.0
5303,11,20,14.5,11.6,0.0
5304,11,20,14.5,10.5,0.0
5305,11,20,14.5,10.2,0.0
5306,11,20,14.0,10.3,0.0
5307,11,20,15.5,11.2,0.0
5308,11,20,15.5,10.0,0.0
5309,11,20,15.5,11.2,0.0
5310,11,20,15.5,10.0,0.0
5311,11,20,15.5,10.0,0.0
5312,11,20,12.5,10.6,0.0
5313,11,20,15.0,11.4,0.0
5314,11,20,15.0,10.9,0.0
5315,11,20,15.0,10.0,0.0
5316,11,20,15.5,7.1,0.0
5317,11,20,15.5,9.8,0.0
5318,11,20,15.5,4.5,0.0
5319,11,20,15.5,10.0,0.0
5320,11,20,15.5,11.2,0.0
5321,11,20,16.0,10.3,0.0
5322,11,20,13.0,11.4,0.0
5323,11,20,16.0,7.1,0.0
5324,11,20,16.0,7.1,0.0
5325,11,20,16.5,9.2,0.0
5326,11,20,16.0,7.1,0.0
5327,11,20,16.5,6.1,0.2
5328,11,20,16.5,9.7,0.0
5329,11,20,15.0,10.0,0.0
5330,11,20,17.5,6.8,0.0
5331,11,20,17.5,9.5,0.0
5332,11,20,17.5,9.5,0.0
5333,11,20,17.5,9.5,0.0
5334,11,20,17.0,9.6,0.0
5335,11,20,15.5,10.0,0.0
5336,11,20,17.0,6.5,0.8
5337,11,20,17.0,10.1,0.0
5338,11,20,17.0,10.1,0.0
5339,11,20,21.0,8.4,0.0
5340,11,20,17.0,9.6,0.0
5341,11,20,17.0,9.0,0.0
5342,11,20,17.0,6.5,0.8
5343,11,20,17.0,10.1,0.0
5344,11,20,17.0,9.6,0.0
5345,11,20,16.5,9.4,0.0
5346,11,20,18.0,8.5,0.0
5347,11,20,18.0,8.5,0.0
5348,11,20,18.0,8.1,0.0
5349,11,20,18.0,9.0,0.4
5350,11,20,18.5,5.3,0.6
5351,11,20,18.0,9.0,0.4
5352,11,20,18.5,9.0,0.0
5353,11,20,18.5,9.0,0.0
5354,11,20,18.5,8.7,0.6
5355,11,20,19.5,5.0,0.2
5356,11,20,19.5,5.0,0.2
5357,11,20,19.5,5.0,0.2
5358,11,20,19.0,9.5,0.0
5359,11,20,19.0,5.0,0.0
5360,11,20,19.0,3.3,0.0
5361,11,20,19.0,5.4,0.2
5362,11,20,19.0,5.0,0.0
5363,11,20,19.0,4.5,0.0
5364,11,20,18.5,9.4,0.4
5365,11,20,18.5,8.7,0.6
5366,11,20,20.5,9.4,0.0
5367,11,20,21.0,8.4,0.0
5368,11,20,21.0,8.4,0.0
5369,11,20,21.0,4.1,0.2
5370,11,20,21.0,8.9,0.0
5371,11,20,21.0,8.4,0.0
5372,11,20,20.5,9.4,0.0
5373,11,20,20.5,4.3,0.0
5374,11,20,20.5,8.1,0.0
5375,11,20,20.5,8.4,0.0
5376,11,20,20.5,8.4,0.0
5377,11,20,20.5,8.4,0.0
5378,11,20,22.5,4.4,0.0
5379,11,20,21.0,8.6,0.0
5380,11,20,21.0,4.6,0.0
5381,11,20,21.0,8.4,0.0
5382,11,20,21.5,8.4,0.0
5383,11,20,21.5,10.0,0.0
5384,11,20,21.5,8.5,0.0
5385,11,20,21.5,4.2,0.0
5386,11,20,21.5,8.4,0.0
5387,11,20,21.5,8.4,0.0
5388,11,20,21.5,8.4,0.0
5389,11,20,21.5,8.4,0.0
5390,11,20,21.5,4.2,0.0
5391,11,20,21.5,8.4,0.0
5392,11,20,21.5,8.5,0.0
5393,11,20,21.5,5.8,0.4
5394,11,20,22.5,8.6,0.0
5395,11,20,22.0,8.3,0.0
5396,11,20,22.0,8.7,0.0
5397,11,20,22.0,8.3,0.0
5398,11,20,22.0,8.7,0.0
5399,11,20,22.0,5.5,0.0
5400,11,20,22.0,5.5,0.0
5401,11,20,21.5,8.4,0.0
5402,11,20,22.0,8.3,0.0
5403,11,20,22.0,8.3,0.0
5404,11,20,22.0,4.0,0.8
5405,11,20,11.0,9.7,0.0
5406,11,20,22.0,8.3,0.0
5407,11,20,22.0,8.3,0.0
5408,11,20,22.0,8.7,0.0
5409,11,20,22.0,8.3,0.0
5410,11,20,22.0,8.7,0.0
5411,11,20,22.0,8.3,0.0
5412,11,20,22.0,8.3,0.0
5413,11,20,22.5,8.6,0.0
5414,11,20,22.0,4.6,0.0
5415,11,20,23.0,8.1,0.0
5416,11,20,23.0,4.1,0.0
5417,11,20,23.0,8.9,0.0
5418,11,20,23.0,8.1,0.0
5419,11,20,23.0,8.1,0.0
5420,11,20,23.0,8.1,0.0
5421,11,20,23.0,8.1,0.0
5422,11,20,22.5,8.4,0.0
5423,11,20,21.5,8.4,0.0
5424,11,20,22.0,8.3,0.0
5425,11,20,23.5,8.3,0.0
5426,11,20,23.5,8.3,0.0
5427,11,20,23.5,8.3,0.0
5428,11,20,23.5,8.3,0.0
5429,11,20,23.5,8.3,0.0
5430,11,21,0.0,8.2,0.0
5431,11,21,0.0,8.2,0.0
5432,11,21,0.0,2.0,0.0
5433,11,21,0.0,2.0,0.0
5434,11,21,0.0,8.2,0.0
5435,11,21,0.0,2.0,0.0
5436,11,21,0.0,8.2,0.0
5437,11,21,0.0,8.2,0.0
5438,11,21,0.0,8.2,0.0
5439,11,21,0.0,8.2,0.0
5440,11,21,0.0,8.2,0.0
5441,11,21,1.0,9.0,0.0
5442,11,21,0.5,8.1,0.0
5443,11,21,0.5,8.1,0.0
5444,11,21,0.5,6.5,0.0
5445,11,21,0.5,8.1,0.0
5446,11,21,0.5,8.1,0.0
5447,11,21,0.5,8.1,0.0
5448,11,21,0.0,8.2,0.0
5449,11,21,0.0,8.2,0.0
5450,11,21,0.0,8.2,0.0
5451,11,21,1.0,7.8,0.0
5452,11,21,0.0,8.2,0.0
5453,11,21,2.5,7.3,0.0
5454,11,21,5.0,0.9,0.0
5455,11,21,5.0,0.9,0.0
5456,11,21,5.5,6.1,0.0
5457,11,21,5.0,0.9,0.0
5458,11,21,5.0,0.9,0.0
5459,11,21,5.0,0.9,0.0
5460,11,21,5.0,0.9,0.0
5461,11,21,5.0,0.9,0.0
5462,11,21,5.0,0.9,0.0
5463,11,21,7.0,5.9,0.0
5464,11,21,7.5,4.4,0.2
5465,11,21,7.5,5.4,0.0
5466,11,21,7.5,5.4,0.0
5467,11,21,7.5,5.6,0.2
5468,11,21,7.5,0.9,0.0
5469,11,21,7.5,6.0,0.0
5470,11,21,7.5,6.0,0.0
5471,11,21,7.5,6.0,0.0
5472,11,21,7.5,6.0,0.0
5473,11,21,7.5,0.9,0.0
5474,11,21,7.0,6.3,0.2
5475,11,21,7.0,6.3,0.2
5476,11,21,7.0,6.3,0.2
5477,11,21,7.0,6.3,0.2
5478,11,21,7.0,6.3,0.2
5479,11,21,7.0,6.3,0.2
5480,11,21,7.0,5.6,0.0
5481,11,21,7.0,5.6,0.0
5482,11,21,7.0,5.6,0.0
5483,11,21,7.0,5.6,0.0
5484,11,21,7.0,5.6,0.0
5485,11,21,7.0,5.6,0.0
5486,11,21,7.0,5.6,0.0
5487,11,21,7.0,5.6,0.0
5488,11,21,7.0,5.6,0.0
5489,11,21,7.0,5.6,0.0
5490,11,21,7.0,5.6,0.0
5491,11,21,7.0,5.6,0.0
5492,11,21,7.0,6.0,0.2
5493,11,21,7.0,6.0,0.2
5494,11,21,7.0,6.0,0.2
5495,11,21,7.0,6.0,0.2
5496,11,21,7.0,6.0,0.2
5497,11,21,7.0,6.0,0.2
5498,11,21,7.0,6.0,0.2
5499,11,20,21.5,4.2,0.0
5500,11,21,7.0,6.0,0.2
5501,11,21,7.0,6.0,0.2
5502,11,21,7.0,6.0,0.2
5503,11,21,7.0,6.0,0.2
5504,11,21,7.0,6.0,0.2
5505,11,21,7.0,6.0,0.2
5506,11,21,7.0,6.0,0.2
5507,11,21,7.0,6.0,0.2
5508,11,21,7.0,6.0,0.2
5509,11,21,7.0,6.0,0.2
5510,11,21,7.0,6.0,0.2
5511,11,21,7.0,6.0,0.2
5512,11,21,7.0,6.0,0.2
5513,11,21,7.0,6.0,0.2
5514,11,21,7.0,6.0,0.2
5515,11,21,7.0,6.0,0.2
5516,11,21,7.0,6.0,0.2
5517,11,21,7.0,6.0,0.2
5518,11,21,7.0,6.0,0.2
5519,11,21,7.0,6.0,0.2
5520,11,21,7.0,6.0,0.2
5521,11,21,5.0,0.9,0.0
5522,11,21,7.0,5.9,0.0
5523,11,21,7.0,5.9,0.0
5524,11,21,7.0,5.9,0.0
5525,11,21,7.0,5.9,0.0
5526,11,21,7.0,5.9,0.0
5527,11,21,7.0,5.9,0.0
5528,11,21,7.0,5.9,0.0
5529,11,21,6.0,6.1,0.0
5530,11,21,7.0,6.0,0.2
5531,11,21,6.5,6.0,0.0
5532,11,21,6.5,2.4,0.0
5533,11,21,6.5,1.8,0.0
5534,11,21,6.5,4.2,0.0
5535,11,21,8.0,4.1,0.0
5536,11,21,8.0,0.0,0.0
5537,11,21,8.0,5.9,0.0
5538,11,21,8.0,1.5,0.0
5539,11,21,8.0,1.5,0.0
5540,11,21,8.5,1.9,0.0
5541,11,21,9.0,5.6,0.0
5542,11,21,8.5,5.4,0.0
5543,11,21,9.0,5.4,0.0
5544,11,21,9.0,6.4,0.2
5545,11,21,9.0,5.6,0.0
5546,11,21,9.0,1.0,0.2
5547,11,21,9.0,-1.6,0.0
5548,11,21,9.0,6.4,0.2
5549,11,21,9.0,6.4,0.2
5550,11,21,9.0,5.6,0.0
5551,11,21,9.0,5.6,0.0
5552,11,21,10.5,0.2,0.8
5553,11,21,10.5,6.8,0.0
5554,11,21,10.5,6.8,0.0
5555,11,21,10.5,5.4,0.4
5556,11,21,10.5,5.4,0.4
5557,11,21,10.5,6.8,0.0
5558,11,21,10.0,6.4,0.0
5559,11,21,10.0,6.4,0.0
5560,11,21,10.0,5.6,0.2
5561,11,21,10.0,5.7,0.0
5562,11,21,10.0,1.3,0.0
5563,11,21,10.0,6.4,0.0
5564,11,21,10.0,5.6,0.2
5565,11,21,10.0,5.6,0.2
5566,11,21,9.5,2.0,0.6
5567,11,21,9.5,6.2,0.2
5568,11,21,9.5,2.0,0.6
5569,11,21,9.5,5.9,0.2
5570,11,21,9.5,0.8,0.2
5571,11,21,9.5,5.9,0.2
5572,11,21,9.5,5.5,0.0
5573,11,21,9.5,2.0,0.6
5574,11,21,9.0,1.0,0.2
5575,11,21,9.5,1.4,0.0
5576,11,21,11.0,0.1,0.6
5577,11,21,10.5,0.2,0.6
5578,11,21,10.5,5.4,0.4
5579,11,21,10.5,0.2,0.6
5580,11,21,10.5,3.8,0.8
5581,11,21,11.0,0.5,0.0
5582,11,21,11.0,2.1,0.0
5583,11,21,10.5,0.2,0.6
5584,11,21,11.0,4.8,0.2
5585,11,21,10.5,1.7,0.2
5586,11,21,11.0,2.1,0.0
5587,11,21,11.5,4.9,0.0
5588,11,21,12.0,2.6,0.2
5589,11,21,12.0,5.1,0.0
5590,11,21,12.0,0.7,0.2
5591,11,21,12.0,0.7,0.2
5592,11,21,12.0,5.1,0.0
5593,11,21,12.0,2.6,0.2
5594,11,21,11.5,0.4,0.0
5595,11,21,11.5,2.6,0.0
5596,11,21,11.5,5.2,0.0
5597,11,21,11.5,4.9,0.0
5598,11,21,11.5,0.7,0.4
5599,11,21,11.5,4.9,0.0
5600,11,21,11.5,4.9,0.0
5601,11,21,11.5,4.9,0.0
5602,11,21,11.5,-0.9,0.0
5603,11,21,12.5,5.2,0.0
5604,11,21,12.5,5.2,0.0
5605,11,21,12.5,5.2,0.0
5606,11,21,12.5,5.2,0.0
5607,11,21,12.5,5.2,0.0
5608,11,21,12.5,5.2,0.0
5609,11,21,12.5,7.3,0.0
5610,11,21,13.0,2.6,0.0
5611,11,21,13.0,2.6,0.0
5612,11,21,13.0,5.1,0.4
5613,11,21,13.0,1.0,0.0
5614,11,21,13.5,5.6,0.0
5615,11,21,13.5,7.3,0.0
5616,11,21,13.5,4.7,0.0
5617,11,21,13.5,5.6,0.0
5618,11,21,13.5,6.6,0.0
5619,11,21,10.5,3.8,0.8
5620,11,21,13.5,6.6,0.0
5621,11,21,13.5,5.6,0.0
5622,11,21,13.5,6.4,0.0
5623,11,21,13.5,6.4,0.0
5624,11,21,13.0,4.9,0.2
5625,11,21,14.0,3.1,0.0
5626,11,21,14.0,3.1,0.0
5627,11,21,14.0,3.7,0.0
5628,11,21,14.0,4.7,0.0
5629,11,21,14.0,6.2,0.0
5630,11,21,14.0,6.2,0.0
5631,11,21,14.0,6.2,0.0
5632,11,21,14.0,6.2,0.0
5633,11,21,14.0,6.2,0.0
5634,11,21,14.0,6.2,0.0
5635,11,21,14.0,6.6,0.0
5636,11,21,13.5,3.5,0.4
5637,11,21,13.5,7.3,0.0
5638,11,21,13.5,7.3,0.0
5639,11,21,13.5,6.4,0.0
5640,11,21,14.5,7.3,0.0
5641,11,21,14.5,6.6,0.0
5642,11,21,14.5,6.4,0.0
5643,11,21,14.0,6.6,0.0
5644,11,21,14.0,6.6,0.0
5645,11,21,14.0,3.1,0.0
5646,11,21,14.0,6.2,0.0
5647,11,21,14.5,7.3,0.0
5648,11,21,14.5,6.3,0.0
5649,11,21,15.0,7.2,0.0
5650,11,21,15.0,0.8,0.0
5651,11,21,11.5,4.9,0.0
5652,11,21,15.5,5.3,0.0
5653,11,21,15.5,5.2,0.0
5654,11,21,15.5,7.2,0.0
5655,11,21,15.5,6.5,0.0
5656,11,21,10.5,0.2,0.6
5657,11,21,15.5,7.2,0.0
5658,11,21,15.0,5.4,0.0
5659,11,21,15.0,6.3,0.0
5660,11,21,15.0,3.4,0.0
5661,11,21,16.5,6.8,0.0
5662,11,21,21.0,4.5,0.6
5663,11,21,16.0,3.2,0.0
5664,11,20,13.0,9.8,0.0
5665,11,21,16.0,5.4,0.0
5666,11,21,16.5,3.2,0.0
5667,11,21,16.5,4.9,0.0
5668,11,21,16.5,3.2,0.0
5669,11,21,16.5,6.8,0.0
5670,11,21,16.5,5.4,0.0
5671,11,21,16.5,5.4,0.0
5672,11,21,17.0,3.1,0.0
5673,11,21,17.0,3.1,0.0
5674,11,21,17.0,5.3,0.0
5675,11,21,17.0,3.1,0.0
5676,11,21,17.0,2.4,0.2
5677,11,21,17.5,2.9,0.0
5678,11,21,17.5,2.9,0.0
5679,11,21,17.5,2.9,0.0
5680,11,21,17.5,2.9,0.0
5681,11,21,17.5,5.2,0.0
5682,11,21,17.5,2.9,0.0
5683,11,21,17.5,5.2,0.0
5684,11,21,17.5,-1.5,0.0
5685,11,21,17.5,2.9,0.0
5686,11,21,19.0,2.3,0.2
5687,11,21,18.0,2.0,0.2
5688,11,21,18.0,2.0,0.2
5689,11,21,18.0,6.5,0.0
5690,11,21,18.0,6.5,0.0
5691,11,21,18.0,2.0,0.2
5692,11,21,18.5,1.9,0.4
5693,11,21,18.5,1.9,0.4
5694,11,21,18.5,1.9,0.4
5695,11,21,18.0,2.0,0.2
5696,11,21,18.5,5.1,0.2
5697,11,21,18.5,5.1,0.2
5698,11,21,19.0,2.3,0.2
5699,11,21,19.0,2.3,0.2
5700,11,21,19.0,1.1,0.0
5701,11,21,18.5,5.1,0.2
5702,11,21,19.0,0.2,0.0
5703,11,21,19.0,4.5,0.0
5704,11,21,19.0,2.3,0.2
5705,11,21,19.0,2.3,0.2
5706,11,20,12.5,10.7,0.0
5707,11,21,18.5,0.2,0.0
5708,11,21,18.5,2.5,0.4
5709,11,21,18.5,5.1,0.2
5710,11,21,19.0,5.0,0.0
5711,11,21,19.0,0.2,0.0
5712,11,21,19.0,2.3,0.2
5713,11,21,19.0,2.3,0.2
5714,11,21,16.5,4.9,0.0
5715,11,21,19.0,2.3,0.2
5716,11,21,19.0,0.2,0.0
5717,11,21,19.0,0.8,0.0
5718,11,21,19.0,5.0,0.0
5719,11,21,19.0,1.1,0.0
5720,11,21,21.0,4.5,0.6
5721,11,21,19.5,1.4,0.4
5722,11,21,19.5,1.8,0.0
5723,11,21,19.5,1.4,0.4
5724,11,21,19.5,1.8,0.0
5725,11,21,20.0,6.0,0.4
5726,11,21,20.0,6.0,0.4
5727,11,21,20.0,-1.4,0.0
5728,11,21,20.0,0.9,0.0
5729,11,21,19.5,0.1,0.0
5730,11,21,19.5,2.4,0.2
5731,11,21,19.5,5.0,0.2
5732,11,21,19.5,5.3,0.2
5733,11,21,20.5,-1.4,0.0
5734,11,21,20.0,4.9,0.0
5735,11,21,20.0,-1.4,0.0
5736,11,21,20.0,4.9,0.0
5737,11,21,10.5,5.4,0.4
5738,11,21,12.0,5.1,0.0
5739,11,21,20.5,4.8,0.4
5740,11,21,20.5,-1.0,0.8
5741,11,21,20.5,4.3,0.6
5742,11,21,20.5,1.8,0.4
5743,11,21,20.5,-1.4,0.0
5744,11,21,20.5,4.8,0.4
5745,11,21,20.5,-1.4,0.0
5746,11,21,21.0,4.9,0.2
5747,11,21,21.0,4.9,0.2
5748,11,21,21.0,3.9,0.4
5749,11,21,21.0,0.2,0.4
5750,11,21,21.0,4.9,0.4
5751,11,21,21.0,4.5,0.6
5752,11,21,21.0,4.5,0.6
5753,11,21,21.0,0.2,0.4
5754,11,21,21.0,5.4,0.8
5755,11,21,21.0,4.5,0.6
5756,11,21,21.0,0.2,0.4
5757,11,21,21.0,4.5,0.6
5758,11,21,21.0,0.2,0.4
5759,11,21,21.0,1.9,0.2
5760,11,21,20.5,1.8,0.4
5761,11,21,21.0,5.4,0.8
5762,11,21,21.0,-0.1,0.6
5763,11,21,21.0,5.4,0.8
5764,11,21,21.0,5.5,1.0
5765,11,21,21.0,0.2,0.4
5766,11,21,21.5,4.9,1.2
5767,11,21,21.5,1.8,0.0
5768,11,21,21.5,4.4,0.6
5769,11,21,21.5,4.9,1.2
5770,11,21,21.5,0.0,0.6
5771,11,21,21.5,1.8,0.0
5772,11,21,12.5,5.2,0.0
5773,11,21,21.5,3.6,0.6
5774,11,21,21.5,4.4,0.6
5775,11,21,21.5,4.9,1.2
5776,11,21,21.5,4.4,0.6
5777,11,21,21.0,5.4,0.8
5778,11,21,21.5,4.4,0.6
5779,11,21,21.5,4.9,1.2
5780,11,21,21.5,4.9,1.2
5781,11,21,21.5,4.4,0.6
5782,11,21,21.5,4.9,1.2
5783,11,21,22.0,-0.3,1.0
5784,11,21,22.0,4.3,1.0
5785,11,21,22.0,0.1,1.4
5786,11,21,22.0,-0.5,0.4
5787,11,21,22.0,-0.5,0.4
5788,11,21,22.0,0.2,0.6
5789,11,21,22.0,2.9,1.0
5790,11,21,22.0,1.8,1.0
5791,11,21,22.0,3.3,1.6
5792,11,21,22.5,0.4,0.2
5793,11,21,22.5,2.5,1.2
5794,11,21,22.5,4.1,1.6
5795,11,21,22.5,4.1,1.6
5796,11,21,22.5,2.1,0.8
5797,11,21,22.5,2.5,1.2
5798,11,19,1.0,4.4,0.0
5799,11,21,23.0,0.1,0.8
5800,11,21,23.0,1.6,1.2
5801,11,21,23.0,1.6,1.2
5802,11,21,23.0,1.6,1.2
5803,11,21,23.0,2.9,1.8
5804,11,21,23.0,0.2,0.6
5805,11,21,23.0,1.6,1.2
5806,11,21,23.0,1.6,1.2
5807,11,21,23.0,2.9,1.8
5808,11,21,23.0,1.6,1.2
5809,11,21,23.0,3.5,1.8
5810,11,21,23.0,1.6,1.2
5811,11,21,23.0,3.5,1.4
5812,11,21,23.0,2.9,1.8
5813,11,21,23.0,1.4,0.4
5814,11,21,23.0,1.4,0.4
5815,11,21,23.0,0.1,0.8
5816,11,21,23.5,0.7,0.0
5817,11,21,23.5,2.2,1.6
5818,11,21,23.5,1.2,0.8
5819,11,21,23.5,2.6,1.0
5820,11,21,23.5,1.2,0.8
5821,11,21,23.5,0.0,0.8
5822,11,22,0.0,1.1,1.4
5823,11,22,0.0,3.0,0.2
5824,11,22,0.0,0.0,1.8
5825,11,22,0.5,2.9,0.0
5826,11,22,0.5,2.9,0.0
5827,11,22,0.5,1.3,1.0
5828,11,22,0.5,2.9,0.0
5829,11,22,1.0,3.0,0.0
5830,11,22,1.0,3.0,0.0
5831,11,22,1.0,3.0,0.0
5832,11,22,1.0,3.0,0.0
5833,11,22,1.0,3.0,0.0
5834,11,22,1.0,3.0,0.0
5835,11,22,1.0,3.0,0.0
5836,11,22,1.0,3.0,0.0
5837,11,22,1.0,3.0,0.0
5838,11,22,1.0,3.0,0.0
5839,11,22,1.0,3.0,0.0
5840,11,22,1.0,3.0,0.0
5841,11,22,1.0,3.0,0.0
5842,11,22,1.0,3.0,0.0
5843,11,22,1.0,3.0,0.0
5844,11,22,1.0,3.0,0.0
5845,11,22,1.0,3.0,0.0
5846,11,22,1.0,3.0,0.0
5847,11,22,1.0,3.0,0.0
5848,11,22,1.0,3.0,0.0
5849,11,22,1.5,2.6,0.0
5850,11,22,1.0,3.0,0.0
5851,11,22,1.0,3.0,0.0
5852,11,22,1.0,3.0,0.0
5853,11,22,1.0,3.0,0.0
5854,11,22,1.0,3.0,0.0
5855,11,22,1.0,3.0,0.0
5856,11,22,1.0,3.0,0.0
5857,11,22,1.0,3.0,0.0
5858,11,22,1.0,3.0,0.0
5859,11,22,1.0,3.0,0.0
5860,11,22,1.0,3.0,0.0
5861,11,22,1.0,3.0,0.0
5862,11,22,1.0,3.0,0.0
5863,11,22,1.0,3.0,0.0
5864,11,22,1.5,2.6,0.0
5865,11,22,1.5,2.6,0.0
5866,11,22,1.5,2.6,0.0
5867,11,22,1.5,0.2,0.2
5868,11,22,2.5,1.9,0.0
5869,11,22,2.5,1.9,0.0
5870,11,22,3.5,2.1,0.0
5871,11,22,4.0,0.3,0.0
5872,11,22,4.0,0.3,0.0
5873,11,22,4.5,0.1,0.0
5874,11,22,5.0,0.7,0.0
5875,11,22,6.5,-0.9,0.0
5876,11,22,6.0,1.4,0.0
5877,11,22,6.0,1.4,0.0
5878,11,22,6.0,-0.6,0.0
5879,11,22,5.5,1.4,0.2
5880,11,22,7.0,-4.0,0.0
5881,11,22,7.0,-4.0,0.0
5882,11,22,7.0,0.3,0.0
5883,11,22,7.0,1.7,0.0
5884,11,22,7.0,1.3,0.2
5885,11,22,7.0,-1.6,0.0
5886,11,22,7.0,1.7,0.0
5887,11,22,7.0,-1.4,0.0
5888,11,22,6.5,0.2,0.0
5889,11,22,6.5,0.2,0.0
5890,11,22,6.5,3.0,0.0
5891,11,22,6.5,-0.9,0.0
5892,11,22,6.5,-0.9,0.0
5893,11,22,8.0,3.1,0.0
5894,11,22,8.0,2.0,0.0
5895,11,22,8.0,2.0,0.0
5896,11,22,8.0,1.4,0.2
5897,11,22,8.0,2.0,0.0
5898,11,22,8.0,-1.2,0.0
5899,11,22,8.0,-1.2,0.0
5900,11,22,7.5,2.3,0.0
5901,11,22,14.0,7.9,0.0
5902,11,22,7.5,-1.4,0.0
5903,11,22,7.5,-1.4,0.0
5904,11,22,7.5,-1.4,0.0
5905,11,22,7.5,2.3,0.0
5906,11,22,7.5,-1.4,0.0
5907,11,22,7.5,-1.4,0.0
5908,11,22,7.5,3.2,0.2
5909,11,22,7.5,2.3,0.0
5910,11,22,7.5,2.8,0.0
5911,11,22,7.5,-1.3,0.0
5912,11,22,7.5,-1.4,0.0
5913,11,22,7.5,-1.3,0.0
5914,11,22,7.5,-1.3,0.0
5915,11,22,7.5,0.3,0.0
5916,11,22,7.5,-1.4,0.0
5917,11,22,7.5,-1.4,0.0
5918,11,22,7.5,-1.4,0.0
5919,11,22,7.5,-1.4,0.0
5920,11,22,7.5,-1.4,0.0
5921,11,22,7.0,-1.6,0.0
5922,11,22,7.0,3.1,0.2
5923,11,22,7.0,-2.4,0.0
5924,11,22,7.0,2.1,0.2
5925,11,22,7.0,2.1,0.2
5926,11,22,7.0,2.1,0.2
5927,11,22,7.0,-1.6,0.0
5928,11,22,7.0,-1.6,0.0
5929,11,22,7.0,2.1,0.2
5930,11,22,7.0,-0.9,0.0
5931,11,22,7.0,-1.6,0.0
5932,11,22,7.0,-1.6,0.0
5933,11,22,7.0,-1.6,0.0
5934,11,22,7.0,1.7,0.0
5935,11,22,7.0,1.8,0.0
5936,11,22,6.5,3.0,0.0
5937,11,22,7.0,0.3,0.0
5938,11,22,7.0,-2.5,0.0
5939,11,22,7.0,-1.6,0.0
5940,11,22,7.0,-1.6,0.0
5941,11,22,7.0,2.3,0.0
5942,11,22,8.5,1.7,0.2
5943,11,22,8.5,1.7,0.2
5944,11,22,8.5,3.2,0.0
5945,11,22,8.5,3.2,0.0
5946,11,22,8.5,3.8,0.0
5947,11,22,8.5,3.2,0.0
5948,11,22,8.5,3.8,0.0
5949,11,22,9.0,3.2,0.4
5950,11,22,9.0,3.1,0.0
5951,11,22,9.0,2.4,0.0
5952,11,22,9.0,2.1,0.2
5953,11,22,9.0,2.1,0.2
5954,11,22,9.0,2.1,0.2
